PYTHON_NUMBER,CEO_1,CEO_2,CEO_3,LEVEL,GENDER,AGE,ETHNICITY,ETHNICITY_2,COUNTRY,JOB_PROFILE,WORKING_PATTERN,CURRENT_SALARY,SALARY_INCREASE_PCT,NEW_SALARY_FTE,NEW_SALARY,CURRENT_SALARY_FOR_THOSE_WITH_INCREASE,HAS_SALARY_INCREASE,SALARY_ELIGIBLE,BONUS_ELIGIBLE,SALARY_MAVP_FOR_DISCRETIONARY_AWARD,DISCRETIONARY_RATIONALE,DISCRETIONARY_AMOUNT,DISCRETIONARY_BONUS_PCT,BONUS_OPPORTUNITY,DIVISION
32530,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Operations (Vicki Graham) (Vicki Graham),A,Male,41 - 50,White,White,United Kingdom,Customer Service & Operations Analyst - Fraud Prevention (Volume) A3,Full time,26028.1,0.04,27069.22,27069.22,26028.1,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32532,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Customer Experience and Controls (Sarah Morson) (Sarah Morson),B,Male,21 - 30,White,White,United Kingdom,Fraud Prevention Analyst B7,Full time,37771.04,0.045,39470.74,39470.74,37771.04,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
21597,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),NWM Chief Risk Officer (Abib Bocresion),C,Female,41 - 50,White,White,United States of America,Programme Manager C11,Full time,128697.0,0.0,128697.0,128697.0,0.0,0,Yes,Yes,128697.0,Performing,18222.58,0.141593,0.25,NatWest Markets
32538,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Male,41 - 50,White,White,United Kingdom,Customer Service Associate A4,Full time,27578.9,0.04,28682.06,28682.06,27578.9,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32540,NatWest Digital X (Scott Marcar),Wealth CDIO (Raymond Mulligan),Data Platforms (Purnima Mookerjee),C,Female,41 - 50,White,White,United Kingdom,Development Manager C11,Full time,81370.0,0.03,83811.1,83811.1,81370.0,1,Yes,Yes,81370.0,Performing,6000.0,0.073737,0.25,NatWest Digital X
32541,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Business Banking and International Retail (Jon Neil),Direct BB - Business Line (Rachel Lewis),A,Female,41 - 50,White,White,United Kingdom,Customer Service Associate A4,Full time,27395.96,0.0499,28761.8,28761.8,27395.96,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32543,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Male,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,37978.42,0.0608,40287.45,40287.45,37978.42,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32545,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Male,21 - 30,White,White,United Kingdom,Lead Underwriter B5,Full time,27437.37,0.0632,29172.05,29172.05,27437.37,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
1670,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Team (Shona Pushpaharan),C,Male,51 - 60,White,White,United Kingdom,Commercial Banker - Private Banking C9,Full time,78440.73,0.02,80009.54,80009.54,78440.73,1,Yes,Yes,78440.73,Performing,16000.0,0.203976,0.25,Private Banking & Wealth Management
32549,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst B5,Part time,24596.11,0.047,33385.027223,25753.21,24596.11,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32550,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Male,21 - 30,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,41734.29,0.0411,43448.64,43448.64,41734.29,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32551,Customer & Operations (James Holian),Shared Services (Rosalin Williams),ISM and Remediation Operations (Tia Ferguson),B,Female,21 - 30,White,White,United Kingdom,Customer Service & Operations Analyst B5,Full time,26588.0,0.0898,28975.0,28975.0,26588.0,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32553,NatWest Digital X (Scott Marcar),Data and Analytics (Karen Dewar),Data Climate- Data & Analytics (Andrew Ruocco),C,Male,51 - 60,White,White,United Kingdom,Data Analyst C9,Full time,65000.0,0.0385,67500.0,67500.0,65000.0,1,Yes,Yes,65000.0,Performing,9750.0,0.15,0.25,NatWest Digital X
32554,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Corporate & Institutional Banking (Isabelle Girolami),Performance and Business Management (Mark Chambers),C,Female,41 - 50,White,White,United Kingdom,Project Manager C11,Full time,102000.0,0.02,104040.0,104040.0,102000.0,1,Yes,Yes,121490.99,Performing,14500.0,0.11935,0.25,C&I RFB
32556,Marketing (Margaret Jobling),Commercial and Institutional Marketing (Kirsty Howl),Content Marketing and Distribution (James Wallis),C,Female,51 - 60,White,White,United Kingdom,Marketing Manager - Franchises C9,Full time,68603.15,0.0292,70603.15,70603.15,68603.15,1,Yes,Yes,68603.15,Performing,10290.47,0.15,0.25,Marketing
32559,Customer & Operations (James Holian),Fraud Prevention COE (Nick Perkins),Fraud Technology and Change (Alasdair MacFarlane) (Alasdair MacFarlane),C,Male,51 - 60,White,White,United Kingdom,Lead Enterprise Architect C11,Full time,74323.16,0.0404,77323.16,77323.16,74323.16,1,Yes,Yes,74323.16,Performing,11148.47,0.15,0.25,Customer & Operations
32560,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,65 and over,White,White,United Kingdom,Personal Banker (Volume) A4,Part time,21607.52,0.045,28224.825,22579.86,21607.52,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32562,NatWest Digital X (Scott Marcar),Data and Analytics (Karen Dewar),D&A COO (Grayson Thomas),C,Female,61 - 64,White,White,United Kingdom,WoW - Technical Specialist Analyst C9,Full time,73188.5,0.02,74652.27,74652.27,73188.5,1,Yes,Yes,73188.5,Performing,4025.37,0.055,0.25,NatWest Digital X
49496,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),NatWest Markets (Jonathan Peberdy),Private Financing (Stuart Connell),C,Female,31 - 40,White,White,United Kingdom,Private Financing Sales Vice President (Regulated) C9,Full time,120000.0,0.0,120000.0,120000.0,0.0,0,Yes,Yes,120000.0,Performing,20000.0,0.166667,0.75,NatWest Markets
32567,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),CIO Markets (Thomas Carr),C,Male,51 - 60,White,White,United Kingdom,WoW - Software Engineer IP C9,Full time,127050.0,0.0236,130050.0,130050.0,127050.0,1,Yes,Yes,127050.0,Performing,16000.0,0.125935,0.25,NatWest Digital X
1976,Wealth Businesses (Emma Crystal),Wealth COO (Jamel Oulidi),Private Banking Controls (David Martin),C,Male,51 - 60,White,White,United Kingdom,Business Controls Partner C9,Full time,57191.81,0.025,58621.61,58621.61,57191.81,1,Yes,Yes,57191.81,Performing,6420.0,0.112254,0.25,Private Banking & Wealth Management
32571,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Male,41 - 50,White,White,United Kingdom,Customer Service & Operations Analyst - Legal Orders B5,Full time,37462.26,0.044,39112.26,39112.26,37462.26,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32572,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Female,31 - 40,White,White,United Kingdom,Lead Underwriter B5,Full time,32023.71,0.0936,35021.91,35021.91,32023.71,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32574,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Female,31 - 40,White,White,United Kingdom,Customer Service Associate A4,Part time,23095.76,0.045,28158.989616,24135.07,23095.76,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32575,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),B,Male,61 - 64,White,White,United Kingdom,WoW - Infrastructure Analyst B7,Full time,52700.0,0.0285,54200.0,54200.0,52700.0,1,Yes,,0.0,,0.0,0.0,0.0,NatWest Digital X
32578,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),COO (Joan Meehan),B,Female,21 - 30,White,White,United Kingdom,Learning Design Consultant B7,Full time,40022.8,0.045,41823.83,41823.83,40022.8,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32583,Risk (Keiran Foad),DoR C&I RFB (Stuart Johnstone),Team (John Blackborough),D,Male,51 - 60,White,White,United Kingdom,Credit Manager (Regulated) D12,Full time,142500.0,0.0211,145500.0,145500.0,142500.0,1,Yes,Yes,142500.0,Performing,40000.0,0.280702,0.5,Risk
32589,Corporate Affairs (Rachel Hopcroft),Director Corporate Affairs Corporate and Institutional (Anna Stephens),,C,Male,21 - 30,White,White,United Kingdom,Franchise Corporate Affairs Lead C11,Full time,60536.0,0.0931,66173.13,66173.13,60536.0,1,Yes,Yes,60536.0,Performing,15100.0,0.249438,0.25,Corporate Affairs
32592,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),Customer Due Diligence (Jeremy Taylor),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B7,Full time,37358.0,0.0509,39258.0,39258.0,37358.0,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32593,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Female,21 - 30,White,White,United Kingdom,Lead Underwriter B5,Full time,26350.0,0.0806,28475.0,28475.0,26350.0,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32594,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Digital Finance (Carolyn Munro),B,Male,21 - 30,White,White,United Kingdom,Finance Data Management Analyst B7,Full time,34943.72,0.0658,37243.72,37243.72,34943.72,1,Yes,,0.0,,0.0,0.0,0.0,Finance
32596,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,31 - 40,White,White,United Kingdom,Customer Service Associate Telephony (Volume) A4,Full time,27659.28,0.04,28765.65,28765.65,27659.28,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2012,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Team (Shona Pushpaharan),C,Male,51 - 60,White,White,United Kingdom,Commercial Banker - Private Banking C11,Full time,97931.2,0.0225,100134.65,100134.65,97931.2,1,Yes,Yes,97931.2,Performing,5000.0,0.051056,0.25,Private Banking & Wealth Management
32598,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Group Financial Planning and Analysis (Joseph Pattara),C,Male,41 - 50,White,White,United Kingdom,Finance Business Partner C9,Full time,58276.36,0.0515,61276.36,61276.36,58276.36,1,Yes,Yes,58276.36,Performing,12500.0,0.214495,0.25,Finance
32603,Retail Banking (Solange Chamberlain),NatWest Boxed (Andrew Ellis),BP&S NatWest Boxed (Chiara Berner),C,Male,41 - 50,White,White,United Kingdom,Talent Acquisition Manager C11,Full time,100000.0,0.04,104000.0,104000.0,100000.0,1,Yes,Yes,100000.0,Performing,25000.0,0.25,0.25,NatWest Boxed
32604,Retail Banking (Solange Chamberlain),Payments CoE (Mark Brant),Payments (Simon Eacott),B,Female,21 - 30,White,White,United Kingdom,Testing Analyst B5,Full time,31875.0,0.045,33309.38,33309.38,31875.0,1,Yes,,0.0,,0.0,0.0,0.0,Payments CoE
32606,Risk (Keiran Foad),Director of Risk Wealth (Stuart MacBride),Wealth Risk Oversight & Compliance (Leon Harrower),C,Female,31 - 40,White,White,United Kingdom,Franchises & Functions Risk Oversight Manager C9,Full time,58221.47,0.0397,60531.45,60531.45,58221.47,1,Yes,Yes,58221.47,Performing,8700.0,0.149429,0.25,Risk
32607,NatWest Digital X (Scott Marcar),Digital X COO (Victoria Cleverley),Privacy CoE (Suzanne Rodway),C,Male,41 - 50,White,White,United Kingdom,Privacy and Regulatory Risk Manager C11,Full time,83400.0,0.0319,86060.0,86060.0,83400.0,1,Yes,Yes,83400.0,Performing,12000.0,0.143885,0.25,NatWest Digital X
32614,Retail Banking (Solange Chamberlain),Payments CoE (Mark Brant),Cash and Self Service (Richard Talbot),B,Female,31 - 40,White,White,United Kingdom,Customer Service & Operations Analyst B5,Full time,30112.42,0.045,31467.48,31467.48,30112.42,1,Yes,,0.0,,0.0,0.0,0.0,Payments CoE
2255,Wealth Businesses (Emma Crystal),Client Service & Delivery - Client Service (Patrick Morse),"Market Leader, England & Wales (Mark Simmons)",C,Male,51 - 60,White,White,United Kingdom,Wealth Manager (Regulated) C11,Full time,90146.09,0.0428,94000.0,94000.0,90146.09,1,Yes,Yes,90146.09,Performing,26000.0,0.288421,0.5,Private Banking & Wealth Management
2256,Wealth Businesses (Emma Crystal),Client Service & Delivery - Client Service (Patrick Morse),"Market Leader, England & Wales (Mark Simmons)",C,Male,51 - 60,White,White,United Kingdom,Wealth Manager (Regulated) C9,Full time,67249.79,0.03,69269.79,69269.79,67249.79,1,Yes,Yes,67249.79,Performing,9000.0,0.133829,0.25,Private Banking & Wealth Management
2309,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Client Coverage - Growth & Relationship Management (Rebecca Hughes),C,Male,41 - 50,White,White,United Kingdom,Business Development Manager - Private Banking C9,Full time,59094.89,0.03,60867.74,60867.74,59094.89,1,Yes,Yes,59094.89,Performing,7500.0,0.126915,0.25,Private Banking & Wealth Management
32626,Retail Banking (Solange Chamberlain),Payments CoE (Mark Brant),Payments (Simon Eacott),C,Female,31 - 40,White,White,United Kingdom,Risk & Controls Manager C9,Full time,46308.8,0.03,47698.06,47698.06,46308.8,1,Yes,Yes,46308.8,Performing,3000.0,0.064783,0.25,Payments CoE
32628,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,41 - 50,White,White,United Kingdom,Customer Service & Operations Analyst - Complaints B5,Full time,30112.42,0.045,31467.48,31467.48,30112.42,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32630,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Hosting Solutions - Cloud Platforms (Mark Campbell),C,Male,41 - 50,White,White,United Kingdom,WoW - Infrastructure Engineer C9,Full time,93088.85,0.0285,95741.88,95741.88,93088.85,1,Yes,Yes,93088.85,Performing,15825.1,0.17,0.25,NatWest Digital X
32631,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Digital Banking (Jennifer Scott),C,Male,31 - 40,White,White,United Kingdom,Technology WoW - Business Analyst C9,Full time,50262.59,0.06,53278.35,53278.35,50262.59,1,Yes,Yes,50262.59,Performing,5500.0,0.109425,0.25,NatWest Digital X
32632,Commercial & Institutional Non Ring Fenced Bank (Robert Begbie),RBSI Exco (Jane Howard),RBSI Retail Coverage (Richard Steel),B,Male,31 - 40,White,White,United Kingdom,Private Banker - Client Banking Manager B7,Full time,47643.0,0.05,50025.0,50025.0,47643.0,1,Yes,,0.0,,0.0,0.0,0.0,RBS International
32636,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),B,Female,61 - 64,White,White,United Kingdom,Lead Personal Banker (Volume) B5,Full time,28929.25,0.0505,30388.86,30388.86,28929.25,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2402,Wealth Businesses (Emma Crystal),Wealth COO (Jamel Oulidi),Private Banking Controls (David Martin),C,Male,41 - 50,White,White,United Kingdom,Product Manager - Private Banking C9,Full time,70143.86,0.035,72598.86,72598.86,70143.86,1,Yes,Yes,70143.86,Performing,9469.42,0.135,0.25,Private Banking & Wealth Management
32639,Customer & Operations (James Holian),Supply Chain (Ken McHugo),Supply Chain - Professional Services (Jonathan Sim),B,Female,31 - 40,White,White,United Kingdom,Supply Chain Delivery Manager B7,Full time,39825.3,0.05,41816.57,41816.57,39825.3,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
32640,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Female,31 - 40,White,White,United Kingdom,Complaints Handler B5,Full time,27549.6,0.045,28789.33,28789.33,27549.6,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32641,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,21 - 30,White,White,United Kingdom,Customer Service Associate Telephony (Volume) A4,Full time,28038.75,0.04,29160.3,29160.3,28038.75,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
32643,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),B,Female,31 - 40,White,White,United Kingdom,Lead Personal Banker (Volume) B5,Full time,28880.43,0.045,30180.05,30180.05,28880.43,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2404,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Client Coverage - Growth & Relationship Management (Rebecca Hughes),C,Female,41 - 50,White,White,United Kingdom,Team Leader - Private Banking C9,Full time,72059.6,0.0225,73680.94,73680.94,72059.6,1,Yes,Yes,72059.6,Performing,20000.0,0.277548,0.25,Private Banking & Wealth Management
32649,Retail Banking (Solange Chamberlain),Customer Propositions and Journeys (Solange Chamberlain (Inherited)),Services (Simon Turner),C,Female,21 - 30,White,White,United Kingdom,Journey Developer C11,Full time,51955.4,0.0327,53654.29,53654.29,51955.4,1,Yes,Yes,51955.4,Performing,10391.08,0.2,0.25,Retail Banking
32650,Chief Audit Office (Nicholas Curle),IA Strategy and Transformation (Stuart Sands),Audit Planning & Reporting (Sarah Hewat),C,Female,31 - 40,White,White,United Kingdom,Senior Planning & Reporting Manager C11,Full time,68000.0,0.03,70040.0,70040.0,68000.0,1,Yes,Yes,68000.0,Performing,10500.0,0.154412,0.25,Audit
32651,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",Lending (Daniel Wilkinson),C,Female,21 - 30,White,White,United Kingdom,Journey Developer C9,Full time,61414.27,0.0463,64256.17,64256.17,61414.27,1,Yes,Yes,61414.27,Performing,11000.0,0.179111,0.25,C&I RFB
32654,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",Transaction Services (Abe Tilling),B,Male,41 - 50,White,White,United Kingdom,"Middle Office Analyst, Ventures B7",Full time,57639.29,0.03,59368.47,59368.47,57639.29,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
32656,NatWest Digital X (Scott Marcar),Data and Analytics (Karen Dewar),One bank Customer Analytics (Corinne King.),C,Male,21 - 30,White,White,United Kingdom,Machine Learning Engineer C9,Full time,54400.0,0.0301,56038.27,56038.27,54400.0,1,Yes,Yes,40956.69,Performing,10523.35,0.256938,0.25,NatWest Digital X
32663,Retail Banking (Solange Chamberlain),NatWest Boxed (Andrew Ellis),Product NatWest Boxed (Ken Johnstone),C,Male,41 - 50,White,White,United Kingdom,"Product Owner, Ventures C9",Full time,95200.0,0.03,98056.0,98056.0,95200.0,1,Yes,Yes,95200.0,Performing,18000.0,0.189076,0.25,NatWest Boxed
2410,Wealth Businesses (Emma Crystal),Client Coverage - Enterprise (Chris Rowden),Team (Hannah Buxton),C,Female,51 - 60,White,White,United Kingdom,Private Banking -Team Lead C9,Full time,62702.27,0.0389,65140.18,65140.18,62702.27,1,Yes,Yes,62702.27,Performing,4000.0,0.063794,0.25,Private Banking & Wealth Management
